"","ServerVersion","Bundle","RequestingIP","asn","RefererURL.x","RefererURL.y"
"54","6.5.314.4226","GeoIP","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"55","6.5.314.4226","TaniumPatchContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"56","6.5.314.4226","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"57","6.5.314.4226","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","127.0.0.1"
"58","6.5.314.4226","TaniumDetect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"59","6.5.314.4226","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","uninstall.vbs"
"60","6.5.314.4226","CertificateManagement","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"61","6.5.314.4226","VMware","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"62","6.5.314.4226","UnmanagedAssets","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"63","6.5.314.4226","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.100.128"
"64","6.5.314.4226","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","7za.exe"
"65","6.5.314.4226","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","dump-memory.vbs"
"66","6.5.314.4226","Connect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"67","6.5.314.4226","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"68","6.5.314.4226","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"69","6.5.314.4226","CopyTools","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"70","6.5.314.4226","AppUsage","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"71","6.5.314.4226","MSERT","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"72","6.5.314.4226","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.1.2"
"73","6.5.314.4226","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.1.2"
"74","6.5.314.4226","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"75","6.5.314.4226","ClientServiceHardening","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"76","6.5.314.4226","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"77","6.5.314.4226","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.100.128"
"78","6.5.314.4236","SCCM","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"79","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","127.0.0.1"
"80","6.5.314.4236","GeoIP","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"81","6.5.314.4236","TaniumPatchContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"82","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"83","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","127.0.0.1"
"84","6.5.314.4236","TaniumDetect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"85","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","uninstall.vbs"
"86","6.5.314.4236","CertificateManagement","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"87","6.5.314.4236","VMware","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"88","6.5.314.4236","UnmanagedAssets","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"89","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","192.168.100.128"
"90","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","7za.exe"
"91","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","dump-memory.vbs"
"92","6.5.314.4236","Connect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"93","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"94","6.5.314.4236","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"95","6.5.314.4236","CopyTools","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"96","6.5.314.4236","AppUsage","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"97","6.5.314.4236","MSERT","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"98","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","192.168.1.2"
"99","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","192.168.1.2"
"100","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"101","6.5.314.4236","ClientServiceHardening","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"102","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"103","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","192.168.100.128"
"104","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"105","6.5.314.4236","Trace","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"106","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"107","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","unzip-to-tanium-dir.vbs"
"108","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","server"
"109","6.5.314.4236","SecurityPatch","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"110","6.5.314.4236","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"111","6.5.314.4236","SCCM","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"112","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","127.0.0.1"
"113","6.5.314.4236","GeoIP","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"114","6.5.314.4236","TaniumPatchContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"115","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"116","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","127.0.0.1"
"117","6.5.314.4236","TaniumDetect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"118","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","uninstall.vbs"
"119","6.5.314.4236","CertificateManagement","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"120","6.5.314.4236","VMware","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"121","6.5.314.4236","UnmanagedAssets","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"122","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.100.128"
"123","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","7za.exe"
"124","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","dump-memory.vbs"
"125","6.5.314.4236","Connect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"126","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"127","6.5.314.4236","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"128","6.5.314.4236","CopyTools","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"129","6.5.314.4236","AppUsage","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"130","6.5.314.4236","MSERT","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"131","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.1.2"
"132","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.1.2"
"133","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"134","6.5.314.4236","ClientServiceHardening","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"135","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"136","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","192.168.100.128"
"137","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"138","6.5.314.4236","Trace","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"139","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"140","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","unzip-to-tanium-dir.vbs"
"141","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","server"
"142","6.5.314.4236","SecurityPatch","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","100.1.89.169","win-h9rk70p4fq7"
"143","6.5.314.4236","CopyTools","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"144","6.5.314.4236","AppUsage","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"145","6.5.314.4236","MSERT","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"146","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","192.168.1.2"
"147","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","192.168.1.2"
"148","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"149","6.5.314.4236","ClientServiceHardening","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"150","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"151","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","192.168.100.128"
"152","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"153","6.5.314.4236","Trace","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"154","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"155","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","unzip-to-tanium-dir.vbs"
"156","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"157","6.5.314.4236","SecurityPatch","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"158","6.5.314.4236","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","win-h9rk70p4fq7"
"159","6.5.314.4236","TaniumDetect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"160","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","uninstall.vbs"
"161","6.5.314.4236","CertificateManagement","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"162","6.5.314.4236","VMware","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"163","6.5.314.4236","UnmanagedAssets","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"164","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","192.168.100.128"
"165","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","7za.exe"
"166","6.5.314.4236","IRGatherer","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","dump-memory.vbs"
"167","6.5.314.4236","ClientMaintenance","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","127.0.0.1"
"168","6.5.314.4236","GeoIP","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"169","6.5.314.4236","TaniumPatchContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"170","6.5.314.4236","NonWindowsClientRestart","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"171","6.5.314.4236","InitialContent","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","127.0.0.1"
"172","6.5.314.4236","Connect","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"173","6.5.314.4236","Stinger","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","win-h9rk70p4fq7"
"174","6.5.314.4236","IR","100.1.89.169","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","server","server"
"175","6.5.314.4236",NA,"100.36.55.211","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","www.networkbaksa.com:446",NA
"176","6.5.314.4226","IR","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","ms1-65.home.local"
"177","6.5.314.4226","TaniumDetect","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","ms1-65.home.local"
"178","6.5.314.4226","Connect","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","ms1-65.home.local"
"179","6.5.314.4226","ClientMaintenance","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","ms1-65.home.local"
"180","6.5.314.4236","InitialContent","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","ms1-65.home.local","ms1-65.home.local"
"181","6.5.314.4236","IR","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","ms1-65.home.local","ms1-65.home.local"
"182","6.5.314.4236","TaniumDetect","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","ms1-65.home.local","ms1-65.home.local"
"183","6.5.314.4236","Connect","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","ms1-65.home.local","ms1-65.home.local"
"184","6.5.314.4226","InitialContent","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","ms1-65.home.local"
"185","6.5.314.4236","ClientMaintenance","100.40.36.109","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","ms1-65.home.local","ms1-65.home.local"
"186","6.5.314.4226","IRGatherer","100.40.86.147","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","recent-documents.vbs"
"187","6.5.314.4226","Connect","100.40.86.147","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","tst-tanium65"
"188","6.5.314.4226","IRGatherer","100.40.86.147","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","copy-hosts-file.vbs"
"189","6.5.314.4226","ClientMaintenance","100.40.86.147","AS701 MCI Communications Services, Inc. d/b/a Verizon Business","demo5.tanium.com","vm-tanium65-prd"
